  채용정보,,,,,,,,,,,,,,,
기관명,공고명,공고시작일,공고마감일,접수시작일,접수마감일,접수방법,접수대행,일반전형,채용인원,채용방법,전형방법,임용시기,임용조건,담당부서,연락처
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,4/9/24,4/29/24,4/22/24,4/29/24,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,행정직_장애인,2,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형, 5차 면접전형",2024.08.01.(목),"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 「장애인복지법 시행령」제2조의 규정에 의한 장애인으로서 응시원서 접수마감일 현재까지 장애인으로 유효하게 등록되어 있는 자, 「국가유공자 등 예우 및 지원에 관한 법률 시행령」제14조 제3항의 규정에 의한 상이등급 기준에 해당하는 자로 응시원서 접수마감일 현재까지 유효하게 등록·결정되어 있는 자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,4/9/24,4/29/24,4/22/24,4/29/24,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,토목직,3,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형, 5차 면접전형",2024.08.01.(목),"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(건설재료시험, 측량 및 지형공간정보, 콘크리트, 토목, 도시계획, 교통, 건설안전, 산업안전), 기술사(토목품질시험, 측량 및 지형공간정보, 토질 및 기초, 토목구조, 도로 및 공항, 토목시공, 항만 및 해안, 상하수도, 수자원개발, 도시계획, 교통, 건설안전) 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,4/9/24,4/29/24,4/22/24,4/29/24,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,건축직,4,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형, 5차 면접전형",2024.08.01.(목),"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(건축, 실내건축, 건설안전, 산업안전), 기술사(건축시공, 건축품질시험, 건축구조, 건설안전), 건축사 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,4/9/24,4/29/24,4/22/24,4/29/24,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,기계직,1,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형, 5차 면접전형",2024.08.01.(목),"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(건설기계설비, 일반기계, 공조냉동기계, 건축설비), 기술사(건축기계설비, 공조냉동기계, 건설기계) 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,4/9/24,4/29/24,4/22/24,4/29/24,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,전기직,1,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형, 5차 면접전형",2024.08.01.(목),"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(건설기계설비, 일반기계, 공조냉동기계, 건축설비), 기사(전기, 전기공사), 기술사(건축전기설비, 발송배전, 전기응용) 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,4/9/24,4/29/24,4/22/24,4/29/24,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,통신직,1,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형, 5차 면접전형",2024.08.01.(목),"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(정보통신, 무선설비, 방송통신, 전파전자통신), 기술사(정보통신) 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,4/9/24,4/29/24,4/22/24,4/29/24,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,공무직_미화원,1,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형",2024.06.27.(목),"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 신체 건강한 자로서 해당분야 종사 가능한 자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,4/9/24,4/29/24,4/22/24,4/29/24,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,아르피나 운영직(기능인재),1,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형",데이터 없음,"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 해당학교의 장이 ‘추천심사위원회’를 통해 추천한 자",경영지원실,051-810-1243
부산도시공사,2024년 부산도시공사 상반기 제2회 기간제직원 모집공고,5/30/24,6/19/24,5/30/24,6/19/24,인터넷 접수, https://www.bmc.busan.kr/(부산도시공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(상가),1,"서류,면접전형 중심 채용","1차 서류전형, 2차 면접전형",2024.07.25.(목),"만18세 이상 만34세 이하(1989. 1. 1.~ 2006.12.31.), 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자,",경영지원실,051-810-1243
부산도시공사,2024년 부산도시공사 상반기 제2회 기간제직원 모집공고,5/30/24,6/19/24,5/30/24,6/19/24,인터넷 접수, https://www.bmc.busan.kr/(부산도시공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(영구임대),1,"서류,면접전형 중심 채용","1차 서류전형, 2차 면접전형",2024.07.25.(목),"만18세 이상 만34세 이하(1989. 1. 1.~ 2006.12.31.), 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자,",경영지원실,051-810-1243
부산도시공사,2024년 부산도시공사 상반기 제2회 기간제직원 모집공고,5/30/24,6/19/24,5/30/24,6/19/24,인터넷 접수, https://www.bmc.busan.kr/(부산도시공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(임대주택),5,"서류,면접전형 중심 채용","1차 서류전형, 2차 면접전형",2024.07.25.(목),"만18세 이상 만34세 이하(1989. 1. 1.~ 2006.12.31.), 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자,",경영지원실,051-810-1243
부산도시공사,2024년 부산도시공사 하반기 기간제직원 모집공고,10/30/24,11/19/24,10/30/24,11/19/24,인터넷 접수, https://www.bmc.busan.kr/(부산도시공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(수납),1,"서류,면접전형 중심 채용","1차 서류전형, 2차 면접전형",2024.12.26.(목),"만18세 이상 만34세 이하(1989. 1. 1.~ 2006.12.31.), 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자,",경영지원실,051-810-1243
부산도시공사,2024년 부산도시공사 하반기 기간제직원 모집공고,10/30/24,11/19/24,10/30/24,11/19/24,인터넷 접수, https://www.bmc.busan.kr/(부산도시공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(영구임대),1,"서류,면접전형 중심 채용","1차 서류전형, 2차 면접전형",2024.12.26.(목),"만18세 이상 만34세 이하(1989. 1. 1.~ 2006.12.31.), 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자,",경영지원실,051-810-1243
부산도시공사,2024년 부산도시공사 하반기 기간제직원 모집공고,10/30/24,11/19/24,10/30/24,11/19/24,인터넷 접수, https://www.bmc.busan.kr/(부산도시공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(행복주택),3,"서류,면접전형 중심 채용","1차 서류전형, 2차 면접전형",2024.12.26.(목),"만18세 이상 만34세 이하(1989. 1. 1.~ 2006.12.31.), 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자,",경영지원실,051-810-1243
부산도시공사,2024년 부산도시공사 하반기 기간제직원 모집공고,10/30/24,11/19/24,10/30/24,11/19/24,인터넷 접수, https://www.bmc.busan.kr/(부산도시공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(임대주택),3,"서류,면접전형 중심 채용","1차 서류전형, 2차 면접전형",2024.12.26.(목),"만18세 이상 만34세 이하(1989. 1. 1.~ 2006.12.31.), 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자,",경영지원실,051-810-1243
부산시설공단,부산시설공단 일반직 공개경쟁채용 공고,6/30/20,7/9/20,7/10/20,7/20/20,온라인 접수,https://bisco.saramin.co.kr,"행정직, 행정직(경력), 기계직, 전기직, 토목직, 건축직, 통신직, 전산직(경력)",33,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",2020-09(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,부산시설공단 무기계약직 공개경쟁채용 공고,6/30/20,7/9/20,7/10/20,7/21/20,온라인 접수,https://biscorecruit.saramin.co.kr,"무기계약직(시설관리, 도로청소, 청소)",42,직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험",2020-09(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2021년도 공무직 공개경쟁채용 공고,3/15/21,3/28/21,3/29/21,4/5/21,온라인 접수,http://bisco-recruit.kr,"공무직(시설관리, 도로청소, 청소, 경비)",73,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 체력검정, 3차 면접시험",2021-05(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2021년도 부산시설공단 일반직 공개경쟁채용 공고,4/13/21,4/26/21,4/27/21,5/3/21,온라인 접수,https://busan.saramin.co.kr,"행정직, 행정직(경력), 기계직, 전기직, 토목직, 건축직, 통신직, 전산직(경력)",23,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",2021-07(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2021년도 하반기 부산시설공단 일반직 공개채용 공고,9/16/21,9/28/21,9/29/21,10/6/21,온라인 접수,https://busan.saramin.co.kr,"행정직, 행정직(경력), 기계직, 전기직, 토목직, 건축직, 통신직, 전산직(경력)",35,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",2022-01(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2021년도 하반기 부산시설공단 공무직 공개채용 공고,9/16/21,9/28/21,9/29/21,10/6/21,온라인 접수,https://busan.saramin.co.kr,"공무직(도로청소, 복지매니저, 장례지도, 청소, 경비)",55,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 실기시험, 4차 면접시험",2022-01(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2021년 부산시설공단 청년 체험형 인턴 공개채용 공고,10/19/21,10/19/21,10/19/21,10/29/21,온라인 접수,https://busan.saramin.co.kr,"행정직, 녹지직, 전기직, 토목직",10,NCS기반 직무능력중심 채용,"1차 서류심사, 2차 면접시험",2021-11(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만18세 이상, 만34세 이하, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2022년도 상반기 부산시설공단 공무직 공개채용 공고,4/14/22,4/27/22,4/28/22,5/4/22,온라인 접수,https://busan.saramin.co.kr,"공무직(장례지도, 시설관리, 도로청소, 청소, 경비, 복지매니저, 식당조리)",45,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 실기시험, 4차 면접시험",2022-08(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만18세 이상, 만34세 이하, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2022년도 하반기 부산시설공단 일반직 공개채용 공고,9/7/22,9/20/22,9/21/22,9/28/22,온라인 접수,https://busan.saramin.co.kr,"행정직, 기계직, 전기직, 토목직",21,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",2023-01(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2022년도 하반기 부산시설공단 공무직 공개채용 공고,9/7/22,9/20/22,9/21/22,9/28/22,온라인 접수,https://busan.saramin.co.kr,"공무직(도로청소, 시설관리, 도로순찰, 식당조리)",16,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 실기시험, 4차 면접시험",2023-01(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만18세 이상, 만34세 이하, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2023년도 부산시설공단 상반기 일반직 공개채용 공고,4/4/23,4/17/23,4/18/23,4/24/23,온라인 접수,https://busan.saramin.co.kr,"행정직, 기계직, 전기직, 통신직",8,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",2023-08(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2023년도 부산시설공단 상반기 공무직 공개채용 공고,4/4/23,4/17/23,4/18/23,4/24/23,온라인 접수,https://busan.saramin.co.kr,"공무직(시설관리, 장례지도, 복지매니저, 식당조리(경력), 복지매니저(장애인))",40,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 실기시험, 4차 면접시험",2023-08(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2023년 상반기 부산시설공단 청년 체험형 인턴 공개채용 공고,5/8/23,5/8/23,5/8/23,5/18/23,온라인 접수,https://busan.saramin.co.kr,"행정직, 토목직, 전기직, 기계직, 통신직, 녹지직",10,NCS기반 직무능력중심 채용,"1차 서류심사, 2차 면접시험",2023-06(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만18세 이상, 만34세 이하, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2023년도 하반기 부산시설공단 일반직 공개경쟁 채용 공고,8/29/23,9/11/23,9/12/23,9/19/23,온라인 접수,https://busan.saramin.co.kr,"행정직, 기계직, 전기직, 토목직, 건축직, 통신직, 녹지직",39,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",2024-01(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2023년도 하반기 부산시설공단 공무직 공개경쟁 채용 공고,8/29/23,9/11/23,9/12/23,9/19/23,온라인 접수,https://busan.saramin.co.kr,"공무직(시설관리, 도로청소, 복지매니저, 복지매니저(상담), 시설관리(경력), 식당조리(경력)",37,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 실기시험, 4차 면접시험",2024-01(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2023년 하반기 부산시설공단 청년 체험형 인턴 공개경쟁 채용 공고,10/24/23,10/24/23,10/24/23,11/3/23,온라인 접수,https://busan.saramin.co.kr,"행정직, 전기직",5,NCS기반 직무능력중심 채용,"1차 서류심사, 2차 면접시험",2023-11(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만18세 이상, 만34세 이하, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2024년도 상반기 부산시설공단 운영직 공개채용 공고,4/9/24,4/21/24,4/22/24,4/29/24,온라인 접수,https://busan.saramin.co.kr,"운영직(발매원, 관리요원)",5,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 면접시험",2024-08(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2024년도 상반기 부산시설공단 공무직 공개채용 공고,4/9/24,4/21/24,4/22/24,4/29/24,온라인 접수,https://busan.saramin.co.kr,"공무직(시설관리, 식당조리, 복지매니저, 장례지도)",46,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 실기시험, 4차 면접시험",2024-08(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2024년도 상반기 부산시설공단 일반직 공개채용 공고,4/9/24,4/21/24,4/22/24,4/29/24,온라인 접수,https://busan.saramin.co.kr,"행정직, 행정직(경력), 기계직, 전기직, 토목직, 통신직, 장례직",11,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 실기시험, 4차 면접시험",2024-08(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2024년 하반기 부산시설공단 청년 체험형 인턴 공개채용 공고,8/30/24,8/30/24,8/30/24,9/19/24,온라인 접수,https://busan.saramin.co.kr,"행정직, 장례직, 전기직, 기계직, 토목직",13,NCS기반 직무능력중심 채용,"1차 서류심사, 2차 면접시험",2024-12(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만18세 이상, 만34세 이하, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2024년도 하반기 부산시설공단 운영직 공개채용 공고,9/6/24,9/19/24,9/20/24,9/26/24,온라인 접수,https://busan.saramin.co.kr,"운영직(발매원, 심판보조원)",4,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 면접시험",2025-01(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2024년도 하반기 부산시설공단 공무직 공개채용 공고,9/6/24,9/19/24,9/20/24,9/26/24,온라인 접수,https://busan.saramin.co.kr,"공무직(시설관리, 식당조리, 복지매니저)",40,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 실기시험, 4차 면접시험",2025-01(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산시설공단,2024년도 하반기 부산시설공단 일반직 공개채용 공고,9/6/24,9/19/24,9/20/24,9/26/24,온라인 접수,https://busan.saramin.co.kr,"행정직, 기계직, 전기직, 토목직, 건축직, 통신직, 장례직, 전산직",41,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 실기시험, 4차 면접시험",2025-01(월중),"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만60세 미만, 학력 제한 없음, 병역 필 또는 면제, 분야별 자격증 소지자, 경력자의 경우 2~3년 이상 경력",인재경영팀,051-860-7666
부산환경공단,2020년 상반기 부산환경공단 신규직원 채용 공고,5/4/20,5/25/20,5/11/20,5/25/20,인터넷접수,http://beco.incruit.com,일반직(행정),3,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",데이터 없음,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2020년 상반기 부산환경공단 신규직원 채용 공고,5/4/20,5/25/20,5/11/20,5/25/20,인터넷접수,http://beco.incruit.com,일반직(기계),15,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",데이터 없음,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2020년 상반기 부산환경공단 신규직원 채용 공고,5/4/20,5/25/20,5/11/20,5/25/20,인터넷접수,http://beco.incruit.com,일반직(전기),15,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",데이터 없음,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2020년 상반기 부산환경공단 신규직원 채용 공고,5/4/20,5/25/20,5/11/20,5/25/20,인터넷접수,http://beco.incruit.com,일반직(환경),11,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",데이터 없음,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2020년 상반기 부산환경공단 신규직원 채용 공고,5/4/20,5/25/20,5/11/20,5/25/20,인터넷접수,http://beco.incruit.com,일반직(토목),6,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",데이터 없음,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
